month,pe_ratio,pe_ratio_lyr,pb_ratio,pcf_ratio
2008-01,-0.04746117511705128,-0.023830729768806846,-0.04023749103467433,0.01267269110713265
2008-02,0.02269259391083156,0.0014946766043357762,-0.0035787178182223878,0.030788857461314434
2008-03,-0.029890171331983684,-0.011753970307973538,-0.047477997993294885,-0.01104753876491138
2008-04,-0.038513939273263964,-0.03953345014083287,-0.009140945440149317,-0.017146274126133343
2008-05,0.03891595372408463,0.04863141584185704,-0.001288584296105788,-0.025811782293580166
2008-06,0.0524583844756179,0.040813775157595655,0.03269759904617153,0.0021829925493903612
2008-07,-0.005770434010552661,0.0012700964283076654,-0.028758330857132086,0.013236608465429178
2008-08,-0.011178859792712159,-0.041115747969498906,-0.0013754113489435893,0.01635065505607547
2008-09,-0.004991875763363018,-0.01135378971172274,-0.0028394238948528105,-0.01152665515772
2008-10,0.017238519865052204,0.015299290801523924,0.022575758364396847,-0.024284560971400193
2008-11,-0.009747115869291112,-0.016163367417827423,-0.016971866670574043,-0.0024839391452049497
2008-12,0.004388446642610733,0.004770044670471485,-0.002234714242862035,-0.004658020729682022
2009-01,-0.03760082640397566,-0.03412336256593618,-0.04031559059916623,-0.011426144881140354
2009-02,0.016121661102343143,0.004193701199410871,-0.025415868764928295,0.006287899255291496
2009-03,-0.005063791416449526,-0.026789705869767255,-0.02167284829712368,0.037696461036525575
2009-04,-0.004843546817422939,-0.008613111351342129,-0.01221275289414725,-0.02566034428337549
2009-05,0.003427446989664018,-0.007996293834170776,-0.027491198307383335,0.011368936706416033
2009-06,-0.018622695048049143,-0.02632528912550325,-0.02444632994293683,-0.00961787324147223
2009-07,0.012672308669463117,-0.041632303649470015,-0.09426909787416748,0.04445279722206896
2009-08,0.018275013581529942,0.058341430470645994,0.06218946860799046,-0.029686278691760992
2009-09,-0.012021402564867278,-0.01109163902054111,-0.002077786247778879,-0.035801018031660026
2009-10,0.0010268339269958737,-0.004131859088335577,-0.03219345924778316,-0.011157470577805584
2009-11,-0.012837558263706028,-0.010938372649673789,-0.04598633110809047,0.0015498395127655495
2009-12,-0.012557502424722089,-0.0003543494677288317,-0.03167070885696044,0.005621494697208185
2010-01,-0.011613953651386066,-0.0025401056804443822,0.004343629815773076,0.005587626989530747
2010-02,0.0006170395948985608,0.008084038156100037,-0.01111539069819989,-0.005530436378655135
2010-03,0.010392308646702153,7.121123967146481e-05,0.008752193645731765,0.013323719481163065
2010-04,0.03041530352697297,0.015792909309636283,0.028953981541403717,0.015727612980741323
2010-05,0.011941890317511694,0.010790734679139824,0.04890383167417944,0.004465553135773792
2010-06,-0.006493823310489311,0.005178733158762716,0.017689658840116973,-0.01842764052689394
2010-07,-0.013935782283451381,-0.02868901536888968,-0.04876674642632561,0.0121759993390671
2010-08,0.01687753692880478,0.016556911563567756,0.026342901424678322,0.000972266284338108
2010-09,0.016280588231989634,0.02008088188360202,0.003152220147101703,-0.0034590668874312502
2010-10,-0.04098816186030951,-0.026028299862659754,-0.008771985759495338,-0.005821240619542589
2010-11,0.02211533924317699,0.021867098031358,0.02660125760898069,-0.018552050634792816
2010-12,-0.009830216084299792,-0.005250921560928767,0.011691679652831688,-0.016419392695447232
2011-01,-0.027504625908513547,-0.02690396049397281,-0.05493398366242486,-0.026163747469573062
2011-02,0.005528871459934415,0.006492630397864518,0.010392577700670813,0.0011269245254967863
2011-03,-0.03838693474025745,-0.03255442881639947,-0.02864430037744392,-0.009578860159880631
2011-04,-0.006251734175624524,-0.009045320053833183,-0.029397726460355322,-0.0008800172570977427
2011-05,0.020012291279521977,0.022868179426579482,0.009040462006726147,0.009968763927562074
2011-06,0.00782413640183055,0.011052145596285534,0.019700528408231888,0.009469317948278544
2011-07,0.00318791137384844,-0.007167608061786068,0.029860252116432617,-0.005114163130345961
2011-08,-0.007288835389251291,-0.0011419870906009821,0.03513132905085059,-0.006149868750623511
2011-09,0.0016910683059063736,0.0037730761352103848,-0.010354214891339586,0.011112622883485246
2011-10,-0.001233926490426751,-0.003466636147396729,-0.03164869298346684,-0.010985488877599203
2011-11,-0.00344918705950914,0.016126731289237695,0.0034479017951245527,0.005484493371936239
2011-12,-0.030308798171289286,-0.016406212260106523,0.003557928042297931,-0.010193902172588087
2012-01,-0.022832713325382392,-0.02405906441671246,-0.02325014383178814,0.012659972167758271
2012-02,0.0024817938501071612,-0.009393851513747276,-0.03693135429029759,0.007798799440996929
2012-03,0.016944769358639977,0.01902727175680141,0.028114051341956214,0.022757496802856103
2012-04,-0.006655404691330968,-0.01845983484590874,-0.012161953996531416,0.008282278740022297
2012-05,0.025216793580951746,0.024701144490893334,0.03597323652602302,0.021451475634520323
2012-06,-0.007339093550894793,-1.7066131488996383e-05,0.01394494360066778,-0.009903768122844991
2012-07,0.0010924125520339611,-0.0014726213818596623,0.0035664458598321236,-0.004207115621749802
2012-08,-0.006885678000318141,0.01045923814595695,0.007281304389366916,-0.0122433913406087
2012-09,0.024244969571094233,0.017617655472946137,0.02005845511308557,0.05163238776783885
2012-10,-0.007164828117376065,-0.0051068615194497236,-0.023186025761066764,-0.015668191483331984
2012-11,-0.0359292915849021,-0.026334486687577874,-0.02041765750941238,-0.013412566991540142
2012-12,-0.038034563206909455,-0.03701163593077028,-0.03307400911967229,-0.009025610694789132
2013-01,-0.030307452322226647,-0.026991635372000444,-0.024196090880979848,0.000661152277442012
2013-02,0.006487864250097619,0.015684096299938277,0.025027055356899197,0.008936782772770213
2013-03,0.012516217118294204,0.030257835335407712,0.03656441735020488,-0.014963185585935124
2013-04,0.017651064385237003,0.013001319281406687,0.025277788177250127,0.008471989566016136
2013-05,0.005056870020152315,0.006456514515607248,0.018776910076589326,0.005472010557191487
2013-06,0.015004323831363298,0.014299354106430462,0.08703041275183998,-0.006223243423227998
2013-07,0.02242887281718753,0.0248821841351321,-0.012767979865141776,0.0158327343630984
2013-08,-0.01613017825597507,-0.017272302082878443,-0.021611378603007436,-0.0027278832795786245
2013-09,-0.007807569659646574,-0.008803413735415155,-0.044411510251865405,-0.001392095670363469
2013-10,-0.01828749765880322,-0.013923372270177481,-0.016899593191117,-0.009343999609806475
2013-11,0.012849006851258338,0.005986031004185044,-0.0009829453260180587,-0.0017184038210827923
2013-12,0.01046370641893879,0.00413101566536378,0.027008039540270534,-0.002110510265082466
2014-01,0.020853769166122138,0.023160374818320895,0.021342400374479542,-0.011428984883468107
2014-02,-0.007632419713116567,-0.017306215006602232,-0.02814572652115066,0.0008182402756351514
2014-03,-0.03794027608717565,-0.03162866176170265,-0.021163809013363566,-0.01793490237782125
2014-04,-0.005666077432558314,-0.004527245782277034,-0.001329910130617451,-0.009455165331100357
2014-05,-0.00242331565406817,-0.00626079764830656,-0.00681714941148881,-0.007060086231237106
2014-06,-0.0004984111534345192,-0.0029601694757821484,0.006687664556884743,0.005122615547458187
2014-07,-0.046579162994307755,-0.0495156714598155,-0.048445906525083515,-0.0006285813982186417
2014-08,0.023161730108334,0.02721053138831886,0.006025972756112941,0.01054301449235373
2014-09,0.005990690169521029,-0.0047772208611543965,-0.04900172953110549,-0.011865365323100674
2014-10,-0.03108500533899272,-0.03071742993811022,-0.05390012212439432,0.00043125203543636914
2014-11,-0.030130971081119173,-0.03539820818211237,-0.09989127301384937,-0.02337661923092904
2014-12,-0.15109029686407738,-0.14771145613265746,-0.2795620741700935,-0.04480638144447635
2015-01,0.016042236505428464,-0.000957591287573778,0.05408802048109673,-0.02901506158372158
2015-02,-0.006206613001304873,-0.01743962665514731,-0.053634393361866706,0.005807983233499847
2015-03,-0.08145711937270961,-0.06574711334909744,-0.1511919295220071,-0.053861492440848924
2015-04,-0.07192032850817198,-0.08885291410397256,-0.23417363339495711,-0.04706620465419109
2015-05,0.09253582394414717,0.049840687112353566,-0.0013531122638007487,-0.03648842788895934
2015-06,-0.1119226555962397,-0.1333350628449993,-0.11265816282391039,0.10705759122781067
2015-07,0.04422116766306017,0.050161602196815425,0.22645527309853275,-0.009146947621158308
2015-08,0.08049727127661832,0.08715853332054424,0.06342155165902552,0.05105533197148859
2015-09,0.05904354889493568,0.0725997028387333,0.07961772153695379,-0.04186675590597522
2015-10,-0.029936368672133007,-0.02648770532997291,-0.08669723151944209,-0.034353959781050825
2015-11,-0.048382056926919104,-0.07044577286044229,0.006652570360239141,0.023307658998975578
2015-12,-0.07061862521617102,-0.08689620927152131,-0.060107551889355904,-0.01160959264009409
2016-01,0.05578919270864113,0.07607625497083825,0.15722628500598224,0.05125323531830395
2016-02,0.015213786164164578,-0.004771030469235771,-0.008168916047857855,0.0055371365926391025
2016-03,-0.06647293979385227,-0.057925772810942244,-0.11093848933269657,-0.03012856662361807
2016-04,0.008213034436387101,0.004728657731621455,0.013130708587967499,0.01426683766015624
2016-05,0.0004904350850747363,0.006166246053986413,-0.0037207981906098864,0.0083519196427424
2016-06,0.004865386192800747,0.0042948566629039675,0.004119814788996701,-0.004578861569474069
2016-07,-0.0562391191601499,-0.038956859158845725,-0.08296582130671104,-0.03064277680409422
2016-08,-0.004449339879010417,-0.009941234286367506,-0.04416673747501976,-0.00535817908715408
2016-09,0.011419522212965605,0.015225219037509286,0.01761853587373996,-0.0061111853868028865
2016-10,-0.015139855817460135,-0.013188063728226673,-0.052556019101207,0.0003036172811428095
2016-11,-0.07310735191446771,-0.09765834465592149,-0.12895261524920898,-0.025814815266963942
2016-12,0.01991775985955546,0.029385740386775216,0.014059890449985124,0.011360815171171046
2017-01,-0.03764156095749982,-0.03414333232550071,-0.08000043750311103,0.018827096605519955
2017-02,-0.02275726213788498,-0.01387837028695349,-0.0274116748722929,-0.006001570714873283
2017-03,-0.04631270326390402,-0.032801481492806484,-0.006772978010119779,-0.00064270254158727
2017-04,-0.01588805539607918,-0.00038448089980247513,-0.04143351509907556,0.0011861051482249252
2017-05,-0.018283089440979672,-0.025630144180746606,-0.0024126456720791056,0.0310088993054205
2017-06,-0.08358929735421061,-0.0643989064110645,-0.06302323336526727,-0.01748511788508378
2017-07,-0.062258436049308474,-0.06104534642011894,-0.08582638341379212,-0.02385880434821508
2017-08,0.0001784785407805689,0.007802815554082576,0.002446574497301013,0.002867132917244941
2017-09,0.03195057775913979,0.033085042373265816,-0.01344735471976144,-0.006739846526977233
2017-10,-0.0065930377634387805,-0.00013210294319343507,-0.011204011444868933,-0.04028045007147385
2017-11,-0.06658408124687121,-0.06197847324705663,-0.006996712637265978,-0.00038812264287102494
2017-12,0.01543036865309455,0.021814094549899687,1.0236274595509798e-05,-0.04272962216053511
2018-01,-0.11846084273216251,-0.08246652693023071,-0.052949683823525384,-0.03635918423555751
2018-02,0.1051295192064503,0.08715881539706682,0.11047976119284075,0.009837052879499097
2018-03,0.055216783003213754,0.06080421272782233,0.055945558776769655,-0.00403762429919341
2018-04,0.010623297706613855,0.02184439885966083,0.02616372530790878,0.021942402483624557
2018-05,-0.0024882770279986977,-0.014492720194289377,-0.007780174159989439,0.0070082076598800835
2018-06,0.038096310416134704,0.0516997593979196,0.11932014785282141,0.03644164294979357
2018-07,-0.033431954838693545,-0.04649836216252434,-0.03457453583863013,-0.011350400438090658
2018-08,0.07409677710650775,0.05818168978856564,0.058148138119100246,0.00048476821269716197
2018-09,-0.006698265070291809,-0.007275393240888217,-0.016892287285373064,-0.016647084010013025
2018-10,0.06218732497152546,0.04600915161949248,0.050566115312913995,-0.008781480419190246
2018-11,0.01261890373639174,-0.009195972420715015,-0.014300849283883532,0.025602908174370276
